Tweet_count,Username,Text,Created At,Retweets,Likes
87,AFAVITA,"13SEP74 Sr VÍCTOR SÁNCHEZ (Secr Gral del Cdo de Organización,JP Chaco), Sr. CARLOS A SAUCEDO (op sonidista, LT 7 Radio Corrientes), asesinados por Montoneros en Resistencia, Chaco; ametrallados en el auto, cuando regresaba a su casa tras una entrevista en Corrientes. (sigue) https://t.co/f9nTwpgYSR",Fri Sep 13 23:14:28 +0000 2024,6,10
88,Cultura Cabildo Lanzarote,"🎤 MÚSICA 🎤
Will Santt será uno de los protagonistas del Festival Tensamba.🤯
Joven pero con experiencia, es uno de los principales talentos de las nuevas corrientes de la música brasileña.
📍Auditorio de Jameos del Agua
🗓️ Viernes 20 septiembre
⏰19.30 h
🎟️ 30 € https://t.co/zFijjCEtaE",Wed Sep 18 14:59:26 +0000 2024,0,3
89,Nico,"Independiente bajaba a Boca con un Islas brillante, River ganaba en Corrientes y se ponía a tiro, en la semana Racing caía goleado en la 1ra final de la Supercopa, y la trágica tarde donde murió el Toro Mouras; acá la tapa de El Gráfico. https://t.co/ldolAWtNTO",Fri Sep 13 19:22:59 +0000 2024,0,3
90,lichiduran,"Maduro y Diosdado...
Familiar  y amigos buscan al niño Amir Requena  de 14 años desaparecido el día de ayer cuando fue arrastrado por las fuertes corrientes de agua generadas por las lluvias en el sector Oropeza Castillo de Gramoven Catia https://t.co/vBlgsjMnoe",Tue Sep 17 16:36:29 +0000 2024,67,56
91,Revista Nexos,"En el Primer Encuentro Continental de Comunicadores Independientes en México, periodistas que apoyan al gobierno de AMLO se autodenominaron ""independientes"", pese a su cercanía con el poder, reflejando la influencia de corrientes populistas en América. https://t.co/Htdyru8lV6 https://t.co/lAp2VnHhPC",Wed Sep 11 03:00:01 +0000 2024,0,2
92,LoQuePasa.Net,Unión por la Patria advirtió que Montenegro usó el Fondo de Promoción Turística para sueldos y gastos corrientes. https://t.co/QtqZJAAYPA https://t.co/eSQ5zpO036,Thu Sep 12 16:56:20 +0000 2024,2,4
93,Mendoza Today,Allanamientos en Mendoza (y Corrientes) permitieron el secuestro millonario de bienes y la asistencia de 43 personas explotadas https://t.co/6gUiPjJqbw https://t.co/6TIC2QUW5D,Mon Sep 16 20:27:27 +0000 2024,2,3
94,Gobierno de Santa Fe,"#RegiónLitoral: “Fortalecer el Litoral es aportar para que la Argentina salga adelante”

👉🏻 El gobernador @maxipullaro, rubricó un acuerdo marco de hermanamiento con sus pares de Corrientes, Chaco, Entre Ríos, Formosa, y Misiones,  con el objetivo de avanzar en la conformación https://t.co/zL8LeOiLPh",Thu Sep 19 22:44:55 +0000 2024,8,19
95,Silvia A.Casarrubia 💜💚💜,"Me cuentan que otro impresentable en las fuerzas provinciales correntinas es un tal  García de los Santos...
Que no saben como y porqué lo bancan.
Bueno, yo creo que deben saber porque.
Es re facil.
Un tema con Corrientes Corrupta, me falta Pocho Roch https://t.co/99N7tdIySu",Wed Sep 18 00:53:38 +0000 2024,8,11
96,Radio Mitre MdP,"❗ A más de tres meses de la desaparición de #Loan Danilo Peña en Corrientes, se filtraron las pruebas que incriminan a los culpables de borrar material del celular de Macarena y Camila.

Más info: https://t.co/nOJbOSZQXE https://t.co/aSYHCpFz7E",Mon Sep 16 17:11:31 +0000 2024,18,24
97,POLICÍA DE SEGURIDAD AEROPORTUARIA,"En el Aeropuerto Internacional Dr. Fernando Piragine Niveyro se encuentra nuestra Unidad Operacional de Seguridad Preventiva (UOSP) Corrientes que protege a las personas que arriban, parten o circulan por allí para que disfruten un #ViajeSeguro. https://t.co/xOH4YRSPnk",Wed Sep 18 20:22:17 +0000 2024,0,3
98,Yovana 🧵,"Aquí a los corrientes, irrespetuosos e igualados se les va a exhibir allá ustedes si les quieren conservar el follow, pero que sepan la clase de gentuza que son. https://t.co/3asim9BfWy",Fri Sep 13 17:48:21 +0000 2024,4,82
99,Comando ConVzla Carabobo,"Más de 200 reconocidos firmantes de la sociedad civil y distintas ideologías exigen reconocer la soberanía popular expresada el 28J

Lee el documento y los firmantes aquí:
https://t.co/PtFGbOqQKg

📲#NotaDePrensa
https://t.co/oEkNOLVprM https://t.co/fs2XBhAAEx",Wed Sep 11 02:14:32 +0000 2024,9,12
100,LETRA P,"#Corrientes 🗯️ A casi 100 días de la desaparición del niño, acusan al gobernador Valdés de mal desempeño en sus funciones por la búsqueda fallida

▪️ Define la Legislatura

🔗 https://t.co/KKFliUyNTx https://t.co/saqn6IMqNf",Wed Sep 18 22:59:51 +0000 2024,4,14
101,LIONFISHAQUARIUM,LOAN ¿DONDE ESTA LOAN? ¿QUIEN TIENE A LOAN? ¿LOS ADULTOS NO PODEMOS CUIDAR A NUESTROS NIÑOS? - ¡¡NO OLVIDEN A LOAN!!! - #Loan #LoanDaniloPeña #loandanilopena #JusticiaPorLoan #Corrientes #Argentina #BuenosAires #CNN #JusticiaSocial #Trafico #America #Venezuela https://t.co/S9F0u5T9sx,Thu Sep 19 14:57:26 +0000 2024,37,26
102,Cartoons On The Moon,"El nombre de la serie animada 'Regular Show' tendría como traducción literal ""un show promedio"".

Por esa razón, en latinoamérica se quedó el título de ""Un Show Más"".

Algo casi similar en España, donde le pusieron ""Historias Corrientes"". https://t.co/GiDphJPV9V",Sat Sep 14 16:50:30 +0000 2024,1084,21642
103,lucanotdead,"Hijo de puta, Corrientes &amp; Uruguay! Es más fácil encontrar a Wally en la popular de Morón. https://t.co/ktcyE37FS9",Thu Sep 12 15:45:33 +0000 2024,0,2
104,Erick Sanchez 🇨🇺,"🌵🇨🇺
A precios corrientes, daños acumulados ascienden a 164 141,1 millones USD Tomando en cuenta comportamiento USD frente a valor oro en mercado internacional, bloqueo ha provocado perjuicios por más d 1 499 710 millones USD

#TumbaElBloqueo @DiazCanelB #ClaridadTunera #Cuba https://t.co/iZIF7tb8o3",Thu Sep 12 17:03:04 +0000 2024,15,16
105,Poeta cuántico,"Nos movemos como corrientes de magma bajo la superficie, silenciosas pero irresistibles, desatando un calor que todo lo consume.
#poetry #poet #quantumpoetry https://t.co/seNfgfvGIY",Mon Sep 16 02:21:00 +0000 2024,2,5
106,Cristian C.Z,#Martes 📡🛰️🔮👉⛈️ #Pronósticos #Forecast de #Lluvias #Climático #Meteorologico en #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay zona centro https://t.co/2MeArUEmEJ,Tue Sep 17 02:22:22 +0000 2024,2,6
107,Cristian C.Z,#Jueves 📡🛰️🔮👉⛈️ #Pronósticos #Forecast de #Lluvias #Meteorologico en #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay https://t.co/8bLsFg9E6l,Thu Sep 19 15:09:36 +0000 2024,1,3
108,Tulda Loitor,"Las impresiones que el mundo exterior produce sobre el hombre se expresan en su cabeza, se reflejan en ella bajo la forma de sentimientos, de pensamientos, de impulsos, de actos de voluntad; en una palabra, de «corrientes ideales»

Engels (1888) https://t.co/oZ1YBJpudT",Wed Sep 11 13:03:00 +0000 2024,3,5
109,Club Atlético Douglas Haig,"A continuación, los 20 convocados por Adrián Aranda y su cuerpo técnico para recibir mañana, 11:00Hs., a Boca Unidos de Corrientes por la fecha 9 de la fase reválida del Torneo Federal A.

#ConVosCrecemos ❤️🖤 https://t.co/nNktTB292E",Sat Sep 14 22:16:55 +0000 2024,0,5
110,METALOCUS,"SpY crea un escenario que fomenta la interacción y la contemplación activa a  partir de una superficie de seis mil metros que resulta en una entidad  viva de constante evolución y movimiento cuyas corrientes de viento  crean un mar de reflejos, de patrones undulatorios y campos https://t.co/QGizJaYZxM",Sun Sep 15 18:49:54 +0000 2024,2,2
111,Bicivilizadxs,"Bueno mierda no va que subí este tuit y me escribe @MiguelAlc95 que ayer 17.09.2024 le robaron del Estacionamiento en Corrientes 1344 NOVOTEL a cuadritas de la primera foto y DONDE YO TAMBIÉN dejo a veces mi bici y avisándome que le robaron la suya. 🤯

👇👇👇 no compren robado. https://t.co/QDFhR1OdCA",Wed Sep 18 16:58:44 +0000 2024,5,11
112,BowTiedMara,"📍Corrientes y Cerrito, Buenos Aires https://t.co/sDbOqgj9J6",Tue Sep 17 17:07:16 +0000 2024,0,11
113,dnu's para todes ⭐⭐⭐,"#MarchaContraElVeto
Bullrich movilizó 5️⃣ fuerzas para golpear a los jubilados.
Si hubiese puesto a todos estos en Corrientes, Loan estaría en su casa. https://t.co/iyQ0Ky3Ql4",Wed Sep 11 18:13:50 +0000 2024,5,10
114,Jorge Rausch McKenna,"🟥 #CasoLoan
Primero, quedó en la nada la participación del legislador y del abogado que se llevaron a Laudelina Peña, abrieron una Fiscalía en Corrientes Capital, y la versión fue apoyada por el gobernador Valdes en @X.

Y está presos un Comisario y otro imputado, no? 
Pero que? https://t.co/LggMXUPwKN",Tue Sep 17 18:17:27 +0000 2024,4,4
115,Desinformémonos,"#Argentina ✊| María Eugenia falleció en el Hospital de Goya, Corrientes. A los 39 años y tras perder a su hijo José Carlos ""Kily"", por intoxicación con agrotóxicos, y a su hija Antonela, por cáncer. Nunca dejó de denunciar y exigir justicia. https://t.co/1wOfFR3WFw",Sat Sep 14 18:00:00 +0000 2024,2,3
116,TacuacheEmilianOzunaMamarre,"Alch como me mama caerle mal a ciertas personas 
Pinche bola de corrientes ojalá caerles peor",Mon Sep 16 18:07:15 +0000 2024,4,5
117,Patricio Prieto ⭐⭐⭐,"45 años de cancha tengo. Cuando ir a la cancha era otra cosa. No lo que es hoy (competir quién va mejor vestido o quien tiene el mejor celu para sacar fotos). No saben lo que es ir a Colón, a la tacita de Plata, a Corrientes,  Instituto de Cba...el gil soy yo que les contesto...",Sun Sep 15 02:20:25 +0000 2024,0,8
118,Ale Bresky🇦🇷🇺🇦🇮🇱🎗️💪,"#Corrientes
Costanera. Río Parana❤️😍 https://t.co/pbMznB9CgD",Mon Sep 16 00:30:01 +0000 2024,2,52
119,CONANP,"#FelizDomingo
El PN #ElPotosí, en San Luis Potosí, destaca por sus culminantes montañas y serranías, que contribuyen de manera importante a la alimentación de las corrientes de los ríos, manantiales y lagunas. 🌊

¡Hoy celebramos su aniversario! 🥳

#ConservarParaVivir 🌄🐦🦎🦋🐌 https://t.co/Niu6QNrM5J",Sun Sep 15 15:00:02 +0000 2024,2,14
120,ADP,"La Comisión Nacional Electoral de @NuestraADP sigue adelante con el proceso electoral, recibiendo a los delegados de las distintas corrientes que han presentado sus planchas para liderar el gremio magisterial. https://t.co/6PvUhloB77",Thu Sep 12 19:00:29 +0000 2024,0,2
121,Federación Judicial Argentina,La Federación Judicial Argentina (FJA) y el Sindicato de Trabajadores Judiciales de Corrientes (SITRAJ) mantuvieron este lunes reuniones con las máximas autoridades del Superior Tribunal de Justicia (STJ) y la Fiscalía General de la mencionada provincia. https://t.co/3SwvbVsR0V,Tue Sep 17 17:18:11 +0000 2024,1,4
122,Jalisco Rojo,"Un hombre de 35 años originario de Zapopan fue hallado sin vida luego de extraviarse cuando caminaba con su pareja en el cauce del río Tuito, cerca de las cascadas de Yelapa en el municipio costero de Cabo Corrientes, Jalisco.
Se presume que resbaló y cayó al agua. https://t.co/DWEuTmTguH",Mon Sep 16 21:55:58 +0000 2024,4,45
123,Arroyos Libres ®,"Este dúo de ventilaciones se encuentra en Avenida Corrientes al 2300, entre Pasteur y Azcuénaga. https://t.co/DNWCzkJgrO",Tue Sep 17 21:14:04 +0000 2024,4,15
124,Maximiliano Pullaro,"Hoy dimos otro paso clave para fortalecer nuestra región y construir un futuro más justo. En #BellaVista, Corrientes, junto a los gobernadores del Litoral, firmamos un acuerdo para consolidar la #RegiónLitoral. No sólo reafirma nuestro compromiso con el federalismo, sino que https://t.co/rFwUBGpgic",Thu Sep 19 22:58:59 +0000 2024,38,114
125,Sujiel,"Conversa católica.
Tuvo que abandonar Colombia después de degustar la ""tolerancia"" de estas nuevas corrientes de cretinos.
Fue víctima de abusos sexuales ,que las feministas celebraron, y azotada por esas mismas feministas... https://t.co/Fq5hLX0QS2",Wed Sep 11 10:01:51 +0000 2024,5,6
126,Ale,"Que pinches nacos, gatos y corrientes se me hacen los vatos que aún con novia buscan a más chavas",Tue Sep 17 06:05:22 +0000 2024,6,15
127,joss,"la botota es ese mari kon que siempre que puede le va a tirar mierda a las mujeres haciendo comentarios por lo bajo, cerradón de hocico que le da gala a TODOS al nunca rebajarse al nivel de esa bola de corrientes #GanaroServir",Fri Sep 13 02:58:26 +0000 2024,4,62
128,Hernán Huerga (Hache),"#LaCastaAvanza
Los diputados de la #UCR que propusieron una Ley y votarán en contra. Fueron a la Rosada a entregar a los jubilados. 

@MartinArjol #Misiones
@mariano_campero #Tucumán
@CerviPablo #Neuquen
@FedeTournier0 #Corrientes
@LuisPicat #Cordoba
 
#Pontifex #Presupuesto2025 https://t.co/USzKZshYr5",Tue Sep 10 18:25:38 +0000 2024,2,8
129,Ángel,"Cuando los árboles susurraban secretos
y había humanos que sabían escucharlos
el mundo era como un mapa sin acabar,
era el esplendor de la canción 
de la Tierra vestida de verde,
surcada de corrientes cristalinas,
rodeada de mares limpios.
Ahora hablan, nadie escucha.
#cuentistas https://t.co/BloGOLhghF",Fri Sep 13 09:54:49 +0000 2024,0,32
130,#PeriodistaDeTránsito,"En horas del mediodía está previsto una movilización frente al congreso nacional 

Se neutralizara el perímetro delimitado por Av Corrientes- Belgrano

Entre Ríos su Continuación Callao.  

Y Uruguay- San José.
@DayLombardi https://t.co/Yyoq5jcjhr",Wed Sep 11 10:25:06 +0000 2024,0,4
131,Proyecto Puente,"#PuenteVerde 🌳| Logra @Naturalia_AC certificación de Tres Corrientes Jaguar del Norte como zona de conservación y protección de especies en Nacori Chico y Sahuaripa.

La certificación fue entregada al fundador y director general de Naturalia, Óscar Moctezuma Orozco, por Patricia https://t.co/HX1Y72L1jx",Thu Sep 19 16:19:20 +0000 2024,2,2
132,Secretaría de Deporte y Turismo Rosario,"REUNIÓN REGIONAL DE FEHGRA 💯

El intendente @pablojavkin participó de la Reunión Regional NEA de @fehgra_ok junto a representantes de Chaco, Corrientes, Colón, Concepción del Uruguay, Concordia, Gualeguaychú, Paraná, Formosa, Misiones, Pto Iguazú, Rafaela , Rosario y Santa Fe. https://t.co/bqguyC0vik",Fri Sep 13 15:54:30 +0000 2024,0,3
133,Municipalidad de Corrientes,"Ya son 118 barrios con más de 24.000 nuevas luces led 💡 En algunas zonas ya intervenimos totalmente con estas luminarias, como en el San Gerónimo 💪 Esto se suma a otras obras que realizamos con el @CorrientesGob, como el cordón cuneta, cloaca social y la mejora de calles 🙌 https://t.co/Ubny0iCueM",Wed Sep 18 13:20:54 +0000 2024,5,7
134,Vladi,Avenida Corrientes // Fuji 400 https://t.co/hs1ZKEAJYB,Thu Sep 12 17:18:26 +0000 2024,142,1692
135,INTA Informa,"Desarrollan un sistema de información geográfica de la reserva del Iberá🍃

Lo diseñó el INTA Corrientes con el objetivo de conocer los ambientes que componen el Macrosistema. Aporta herramientas clave para la toma de decisiones.

👉🏼https://t.co/QklWozrDYj https://t.co/rb8CfGBzIz",Fri Sep 13 12:23:19 +0000 2024,2,5
136,MEVIR,"🏡 Nuevo llamado a aspirantes  para 𝗻𝘂𝗲𝘃𝗼 𝗽𝗹𝗮𝗻 𝗱𝗲 𝘃𝗶𝘃𝗶𝗲𝗻𝗱𝗮𝘀 𝗻𝘂𝗰𝗹𝗲𝗮𝗱𝗮𝘀 en Los Cerrillos y Aguas Corrientes, Canelones. 

ℹ️ Conoce los detalles del llamado:

📍 Aguas Corrientes: https://t.co/Ad7ygBn8p6

📍 Los Cerrillos: https://t.co/pkSruHxh8m https://t.co/toGEXv0v69",Thu Sep 12 14:25:56 +0000 2024,3,8
137,FerminEsenCuba,"#PégaloConmigo
Se estima que, de no existir el bloqueo, el PIB de Cuba a precios corrientes pudo haber crecido alrededor de un 8% en 2023.
#UnidosXCuba #DeZurdaTeam https://t.co/kwhgP10IqO",Sat Sep 14 01:42:02 +0000 2024,9,7
138,sandra menconi,"Día 92
Se cumplen 3 meses 

QUÉ PASÓ CON LOAN?

GOBIERNO de Corrientes, justicia y seguridad cómplices.

La indolencia e inhumanidad de los ""actuantes"" en el caso son infinitas. 
Estos personajes son los que gobiernan, nos cuidan y nos juzgan a todos? 
Con qué 

#LoanDaniloPeña https://t.co/aJjhbYM10U",Fri Sep 13 10:49:29 +0000 2024,40,51
139,Patovi,"Este cara de verga Correntina .te cuenta TODO  como qe el estuvo ahí en el naranjal ,el testigo número 1 .el estuvo en la casa de caillava ,en la ruta 12 ,en la tapera ,en la comisaría  ,en corrientes dice 1cosa y en @A24COM  dice lo contrario.ensobrado tapa la verdad de #loan !! https://t.co/TO6I56w0yg",Tue Sep 17 16:44:23 +0000 2024,0,2
140,Revista Sudestada,"""DETIENEN A ""YACARÉ"" FERNÁNDEZ POR PEDOFILIA""
Detuvieron a Sixto “Yacaré” Fernández, exconcejal de 77 años y referente del Partido Liberal en Corrientes, vinculado al PRO, quien por su edad se encuentra con prisión domiciliaria en la Localidad de Ituzaingó https://t.co/sa0i5tMbV4",Wed Sep 11 23:26:26 +0000 2024,1,6
141,CNRT,"En el complejo COTECAR, de Paso de los Libres, Corrientes, realizamos un test de alcoholemia a un conductor de nacionalidad brasileña que se dirigía hacia Buenos Aires. El mismo arrojó un resultado positivo, de 0,94 g/l, por lo que se retuvo el camión. https://t.co/0ekBHrarO7",Mon Sep 16 18:29:38 +0000 2024,2,6
142,Charo Luque,"Inauguración de la exposición de Cristina Hernández.  ""Mujeres corrientes"" 
Id a verla, es muy interesante, hasta el 6 de octubre. https://t.co/DDB5S57gZt",Tue Sep 17 21:26:17 +0000 2024,3,10
143,Solo Ascenso,#RegionalAmateur | #HuracánCorrientes | Jugó en Primera y volverá a disputar el Regional Amateur https://t.co/d0HLYlAsld https://t.co/tckwaAZhqM,Thu Sep 19 16:22:10 +0000 2024,0,4
144,pau linda,#LoanDaniloPeña 96 días la justicia no sabe nada parte de la política y policía de corrientes busca entorpecer y ensuciar su familia ya ni lo busca … EL PUEBLO ARGENTINO EXIGIMOS TU APARICIÓN y que no hayan más LOANS 🙏 https://t.co/9BHlCJUBKp,Tue Sep 17 13:25:37 +0000 2024,2,3
145,IFCEZE,"Que onda muchachos? Necesito su colaboracion.
Me di cuenta que se fue todo a la mierda y la guita no alcanza, asi que vengo a ofrecer mis servicios como editor.

Si les interesa o conocen a alguien que le sirva bienvenido sea. 
Se agradece RT y Fav.

Ejemplos de mi laburito.👇 https://t.co/yFaXL16EmB",Thu Sep 12 23:33:07 +0000 2024,10,22
146,DPS Villa Clara,"Se estima que, de no existir el bloqueo, el PIB de Cuba a precios corrientes pudo haber crecido alrededor de un 8% en 2023.
#TumbaElBloqueo https://t.co/HPOOwmbo2T",Fri Sep 13 01:39:49 +0000 2024,3,4
147,Fran Casaretto,"El pendejo que detuvieron ayer en la Av Corrientes y Esmeralda tiene 71
ANTECEDENTES PENALES EN 3 AÑOS
Leyeron bien: SETENTA Y UN veces detenido. Entra y sale. Una vez cada 15 días. La Policía de la Ciudad hace muy bien su trabajo. https://t.co/zzyencP7cy",Wed Sep 18 13:47:53 +0000 2024,592,1120
148,Juanma Laprovitta,👉 Mirá que lindo el pedazo de plaza que se afanaron en la costanera de Corrientes. https://t.co/RV3mLIFfIt,Wed Sep 18 18:12:21 +0000 2024,25,65
149,d𝕖𝕝𝕍𝕒𝕝𝕝𝕖8🦋,"Serás cómo un árbol plantado junto a las corrientes de agua... TODO lo que hagas prosperará. 
Bendecido día 🙏 https://t.co/tsr5inGmBm",Thu Sep 12 11:05:12 +0000 2024,35,376
150,Ministerio de Medio Ambiente,"📌 #ElObservatorioInforma sobre la condiciones costeras y marinas del 13 al 19 de septiembre. 🌊

⚠️ Precaución por arrastre en playas debido a las corrientes de retorno y en altamar por viento acelerado. https://t.co/PbazhaYWZT",Fri Sep 13 21:45:00 +0000 2024,0,8
151,Solo Tránsito↗,Corrientes y Riobamba choque auto y colectivo linea 115. #SAME trasladan dos menores y un adulto con politraumatismo al Htal. Ramos Mejía. Se evalúan pasajeros del colectivo. Sin lesiones el conductor del colectivo trasladado también con heridas... via @MarceloBaio2 @aleginart https://t.co/9yLKCGe9Jy,Wed Sep 18 22:02:12 +0000 2024,1,5
