Tweet_count,Username,Text,Created At,Retweets,Likes,Location
151,Brian Allen,"JUST IN: Missouri executes Marcellus Williams despite prosecutors and the victim’s family asking that he be spared

Marcellus Williams, who had his murder conviction questioned by a prosecutor, was executed by lethal injection in Missouri after the US Supreme Court denied a stay. https://t.co/wy2gt2IgtC",Tue Sep 24 23:48:47 +0000 2024,55,76,
152,Farrell Ross I FOLLOW BACK,"🚨BREAKING: Vivek Ramaswamy has called for the removal of 75% of all government bureaucrats, agencies not authorized by Congress to be shut down, term limits for all members of Congress and government issued Voter IDs for all 50 states. 

Would you support this move?
Yes or No",Tue Sep 24 23:49:02 +0000 2024,20,130,
153,GreatLakesLady,Have a nice evening everyone https://t.co/J7dwUkqdX5,Tue Sep 24 23:50:21 +0000 2024,24,330,
154,Hi! Buff Gigas Please?,How come this move use the whole heat gauge though? or it has invincibility frames 🤔 https://t.co/YFkSZ2MN5J,Tue Sep 24 23:51:44 +0000 2024,61,993,
155,America First Legal,"""The simple fact of the matter is that if Kamala Harris cared about the border - today, she could shut it down. She could stop this madness, but she won't."" 

🔥🔥🔥 https://t.co/xzYJpfrsTA",Tue Sep 24 23:54:24 +0000 2024,111,232,
156,Live From Studio 6B,"LIVE: Tuesday September 24, 2024 | PoliticalNews, Sports &amp; More https://t.co/5o3fG147FZ",Tue Sep 24 23:59:52 +0000 2024,39,143,
157,HeatMuse,"“Duncan Robinson” ✅

“Tyler Herro” ✅

“Sam Hauser” ❌

“Max Strus” ✅

You can’t tell me this guy doesn’t love Miami. (🎥: @JimmyButler/ig) https://t.co/qlhEkqHiqo",Tue Sep 24 23:59:40 +0000 2024,60,1602,
158,Steve Friend,"An @FBI agent stole $10k from search warrant locations. Tell me about the “good men and women” of the FBI. 🙄
https://t.co/W66IibGnz2",Tue Sep 24 23:54:56 +0000 2024,230,535,
159,MrPunk.eth,Billion dollar cat $POPCAT 😎,Tue Sep 24 23:55:15 +0000 2024,3,51,
160,Daily Silent Hill Music,Damn this remake is fire https://t.co/aAQgCirhAO,Tue Sep 24 23:51:02 +0000 2024,111,2229,
161,TheRandom_Artist,"Can you smell it? *snif snif*

An open arena with both shallow water and deep water similar to try?

Water uo to our chest?

*snif snif*

I smell..... **LAGIACRUS** https://t.co/XQH4nGix8N",Tue Sep 24 23:49:48 +0000 2024,359,3632,
162,End Tribalism in Politics,"Outside of RFK Jr, Tulsi, Elon, and Vivek, who would you like to see Trump add to his next administration if elected, and why? https://t.co/RTGIDvBAqT",Tue Sep 24 23:49:54 +0000 2024,26,217,
163,Josh Moser,"Right now, Dolphins HC Mike McDaniel says he does not know who is starting QB will be on #MNF vs. #titans. Drew Rosenhaus explains that a solid backup was, “a luxury the team could not afford.” How much do you agree? #finsup #nfl #MiamiDolphins https://t.co/WDVG61vZgx",Tue Sep 24 23:54:05 +0000 2024,12,186,
164,Attorney General Ken Paxton,The City of Dallas and the State Fair of Texas cannot nullify state law by banning firearms. I will challenge this decision immediately in the Texas Supreme Court.,Tue Sep 24 23:48:23 +0000 2024,1518,6308,
165,Elon Musk,"@cb_doge Stinky 😂

That’s what we changed the default Starlink WiFi name to for a few months. 

If you can’t smell your WiFi, how do you know it’s real? 🤷‍♂️",Tue Sep 24 23:55:20 +0000 2024,180,2681,
166,Underdog WNBA,"Allisha Gray’s 1Q:

14 points
5-5 shooting
4-4 from 3

https://t.co/xIriaqnhxs",Tue Sep 24 23:53:39 +0000 2024,66,343,
167,Daily Silent Hill Music,"Clockwork Little Happiness - Silent Hill 3 (2003)

Composer: Akira Yamaoka https://t.co/JJ7BdtPXih",Tue Sep 24 23:57:51 +0000 2024,242,1041,
168,Digital Art,Say ONE good thing about China https://t.co/qUZ8uhHQDM,Tue Sep 24 23:48:11 +0000 2024,12,74,
169,Cat Protano 🐳🧹,This is Misha!!! https://t.co/UqHfXsAHGd,Tue Sep 24 23:56:14 +0000 2024,199,2807,
170,Himadri Mishra,I'm on fire and I love it. 🖤 https://t.co/PylcUcKuhq,Tue Sep 24 23:51:00 +0000 2024,14,200,
171,Scarlett Johnson,Midwestern Girl https://t.co/IsvX05S4UT,Tue Sep 24 23:53:35 +0000 2024,286,10316,
172,💖,real                                                                 fake https://t.co/6t5oVe5Hnv,Tue Sep 24 23:57:42 +0000 2024,22,595,
173,East Savannah Jay,I tell myself everyday “stick to the plan everything gon fall in place”,Tue Sep 24 23:55:49 +0000 2024,252,358,
174,legit gaming leaks,Valve is working on a game. https://t.co/Sfc0JQQWf5,Tue Sep 24 23:52:23 +0000 2024,326,22107,
175,Andrew—Author of America Rises On Substack,Fuck you @GovParsonMO you grotesque monster https://t.co/2cHR2jDxHC,Tue Sep 24 23:55:49 +0000 2024,593,1722,
176,Nurses Against Dick Pics. 🪷🇺🇦,The state of Missouri has executed Marcellus Williams. What a travesty. https://t.co/mofl6sT4a3,Tue Sep 24 23:55:14 +0000 2024,102,532,
177,Juanita Broaddrick,I have to go with Kamala.  Soros is the walking dead.,Tue Sep 24 23:53:02 +0000 2024,57,396,
178,Geeky Sparkles Skywalker,"I'll take ""Obsessed moronic hot take for $1000"" 

Yeah. It totally ""won.""  You sure got me. 

(This is one of the batshit stalkers who is friends with the other batshit stalker.) Seriously no one even cares anymore and that was YEARS ago. This is how insane these people are. https://t.co/Vlav2rPTrl",Tue Sep 24 23:52:07 +0000 2024,55,503,
179,𝕿𝖍𝖊 𝕷𝖎𝖔𝖓𝖊𝖘𝖘™️,4 more years of Trump! 🔥🔥🔥 https://t.co/K3485n5QFQ,Tue Sep 24 23:51:51 +0000 2024,359,1013,
180,Caryma Sa'd - Lawyer + Political Satirist,"Protesters climb scaffolding to wave Palestinian and Lebanese flags across from the Israeli consulate.

#cdnpoli #Toronto #Palestine #Israel #Gaza #ProtestMania https://t.co/UzckFqxvOh",Tue Sep 24 23:58:27 +0000 2024,32,117,
181,frwontou,josiana lou https://t.co/OodD8AWL3h,Tue Sep 24 23:52:41 +0000 2024,26,536,
182,Kaamini Gupta,Living my most beautiful life. 🌟 Good morning https://t.co/lJLlrKcajp,Tue Sep 24 23:51:00 +0000 2024,38,736,
183,La Mode Unknown,Nina Brosh for ✨Thierry Mugler✨ Fall/Winter 1995 Couture. 🪡 https://t.co/4b1J3yi8TB,Tue Sep 24 23:54:12 +0000 2024,61,399,
184,Tomi Lahren,"She is the THIS, Timmy!! 
Full show: https://t.co/2oV9KzHCX9 https://t.co/08FCk5PXqy",Tue Sep 24 23:54:10 +0000 2024,141,784,
185,Jake Wujastyk,"$OXY now vs when $TSLA made the one day move through the volume gap.

This is the type of candle I am expecting from $OXY within a week or so. https://t.co/3UGWX9A90R",Tue Sep 24 23:56:19 +0000 2024,34,347,
186,dior ✰,🚨| Camila Cabello with her rumored Boyfriend recently in Paris. https://t.co/qIacDkb8Iu,Tue Sep 24 23:52:32 +0000 2024,128,4522,
187,THE FLAT EARTHER,"I’m taking a break for a couple of weeks, as I’m completely drained from the sharing truth. A heartfelt thank you to everyone who has supported me on @buymeacoffee, and to those who have watched, shared, and reposted my content. I’ll see you all soon! 😎 https://t.co/9wBizVhzfr",Tue Sep 24 23:57:32 +0000 2024,26,555,
188,HOT SPOT,Marcellus Williams final statement before being executed on death row by the State of Mossouri https://t.co/ED4AkzUqmV,Tue Sep 24 23:50:27 +0000 2024,23,81,
189,#StopCopCity,"“HANDS OFF LEBANON NOW!”

Hundreds gather at White House to demand U.S. #StopArmingIsrael to commit war crimes https://t.co/zcqcRlp5Vf",Tue Sep 24 23:56:55 +0000 2024,274,683,
190,Calcutta Tram Users Association,"Over 450 cities globally run trams, and 70+ cities have brought them back after discontinuation. Cities with higher population density and fewer roads than Kolkata have reintroduced trams!
Why can't Kolkata? Trams are replaced by autos &amp; parking. Whose interests are being served https://t.co/zEjtGBD2to",Tue Sep 24 23:52:35 +0000 2024,327,1088,
191,Viking History,Do I need this? 🤔 https://t.co/sfKz4bt3CN,Tue Sep 24 23:55:32 +0000 2024,538,4911,
192,Eatinerni,Does mustard belong on a hotdog? 🌭,Tue Sep 24 23:51:29 +0000 2024,9,224,
193,Mr. Nasty,"Another pay week inbound!

Who is still broke?",Tue Sep 24 23:59:15 +0000 2024,24,268,
194,Mari Copeny,So tell me again how these pro-life justices are actually pro life when they just allowed an innocent man to die.,Tue Sep 24 23:50:53 +0000 2024,557,1990,
195,VCHA GLOBAL,"VLIGHTS attendance check! 🩷

It's been a year since VCHA debuted,
Reply to this post if you're still here supporting and waiting for the girls ♡

We will be closing the comment section once VCHA returns!

#VCHA #비춰 @Official_VCHA https://t.co/h2b2KUQazM",Tue Sep 24 23:53:55 +0000 2024,239,1944,
196,ABC News Live,"EXCLUSIVE: Queen Rania of Jordan joins @LinseyDavis to discuss the Israel-Hamas war, suffering in Gaza, and what she believes a path to peace would look like in the region.

“Calls for a cease-fire really are meaningless when you continue to provide arms that kill civilians.” https://t.co/78FcUxFh4c",Tue Sep 24 23:54:22 +0000 2024,16,22,
197,The Left Can't Meme,"""I'm a dumbass, missed the point and identify as the oppressor"" https://t.co/tsI75mo06W",Tue Sep 24 23:51:52 +0000 2024,1004,22010,
198,AMABLACKPATRIOT,Don't say I never gave you anything. ❤ https://t.co/2fbUcJqd4C,Tue Sep 24 23:53:37 +0000 2024,49,341,
199,Amee Vanderpool,"A study has found that the number of women charged with crimes related to their pregnancies jumped in the year after the US Supreme Court overturned Roe v. Wade. 

Most of the cases identified were in just two states: Alabama and Oklahoma. https://t.co/MKN2o1Dc8x",Tue Sep 24 23:53:34 +0000 2024,219,263,
200,Annie,That’s a fact….. https://t.co/CwY7PduwHP,Tue Sep 24 23:57:44 +0000 2024,57,150,
201,⛧ Luis Vercetti ⛧,me after i passed that state trooper https://t.co/I7VWsfqYMN,Tue Sep 24 23:49:33 +0000 2024,40,172,
202,🦄𝟚ꫝⅈᧁꫝ𝟚ᥴ𝕣ꪗ🦋,what blows me is how mfs preach they real whole time they be the hater !! WHOLE TIME ! 😂😂👏🏽,Tue Sep 24 23:55:57 +0000 2024,33,48,
203,JOSH DUNLAP,Prayers,Tue Sep 24 23:59:22 +0000 2024,9,66,
204,Ali Bradley,"ICYMI: Fed Chair Jerome Powell said that the crisis at the border is impacting the unemployment rate, “We understand there’s been quite an influx across the borders and that is actually one of the things that’s allowed the unemployment rate to rise…”

Migrants crossing the https://t.co/v5Iso4cbdF",Tue Sep 24 23:57:17 +0000 2024,46,106,
205,A A R A V ™,"Oil prices rise 2% to hit 3-week high on China stimulus, supply worries by MidEast conflict; Brent reclaims $75

Brent futures were last up $1.14, or 1.5 per cent, to $75.04 a barrel after the China stimulus. That put the Brent crude benchmark on track for its highest close since",Tue Sep 24 23:56:14 +0000 2024,9,36,
206,Zade Smith,"While Kamala Harris was celebrating 
P Diddy Freak Offs &amp; Endorsors, she got the passed at the United Nations this past weekend.  Are you ready?",Tue Sep 24 23:56:34 +0000 2024,199,131,
207,Nighthawk 🎀🛵,"Fluffy on Freen’s space the other day. With English subtitles. 

#srchafreen
#GIRLFREEN
#FLUFFY https://t.co/lqOJjzz0kD",Tue Sep 24 23:59:06 +0000 2024,430,1376,
208,中国密码鲸公司 WHALE CHINESE 🇨🇳🐳🚀🌖,CHINA WAKE UP 🔥,Tue Sep 24 23:54:09 +0000 2024,10,1031,
209,🄰🅃🄲 ™,"GOOD MORNING X FAMILY 

HAPPY WEDNESDAY https://t.co/iWIShYVKoA",Tue Sep 24 23:53:41 +0000 2024,11,73,
210,Dona.TRX🥷,"Market is ripping , $SUNDOG about to break into new All time highs 

Jeets are capitulating their bags on $SUNCAT &amp; #SunWukong here , I think there’s no better punishment than an instant 100% pump from here 

Holding for hero or Zero literally 🤝 https://t.co/m2go4IXM3u",Tue Sep 24 23:50:46 +0000 2024,13,115,
211,Aqib saleem,"Good morning x family 

Remember to count your blessings and be grateful for each and every one of them https://t.co/uLdADYbREH",Tue Sep 24 23:58:54 +0000 2024,28,72,
212,Atlanta Dream,"That's 1. ✅

#DoItForTheDream | @howard_rhyne https://t.co/Oc0BPAqZfL",Tue Sep 24 23:54:33 +0000 2024,19,96,
213,Santa AI,The tournament's begun https://t.co/0Q4SnKTyJ1,Tue Sep 24 23:49:50 +0000 2024,35,272,
214,solé,Me trying to figure out my next steps to take in life🤣🤣 https://t.co/tuASXkUT97,Tue Sep 24 23:59:46 +0000 2024,30,133,
215,✨Nai-Jelee✨,"There were over a million signatures on that petition. The victims family plead for him, the PROSECUTORS plead for him, DNA proves he wasn’t at the scene of the crime, but @GovParsonMO &amp; @SCOTUS still killed him. How anyone can still believe in a system like this is beyond me.",Tue Sep 24 23:51:46 +0000 2024,362,739,
216,HELLDIVERS 2 Updates,"Soldiers of Earth by Michael Howe - crossover comic
 
🔗 @michaelhowearts https://t.co/sYeFMC2SlZ",Tue Sep 24 23:59:00 +0000 2024,1371,13361,
217,Frithuswith,Paint! https://t.co/MOD7zBz6NY,Tue Sep 24 23:51:22 +0000 2024,754,6973,
218,Sani 🇬🇧🇬🇭,"“to uphold and defend the good name of Ghana” 

This Sergio Ramos work will land you in prison.. #FreetheCitizens 🙏🏼 🇬🇭 https://t.co/ufV7Ol0dBd",Tue Sep 24 23:53:58 +0000 2024,85,163,
219,Sarah Ellison,"Ravens are dead last at No. 32 in “Blessed by the Refs.”

They have a net differential of -16 in penalties and -174 in penalty yards compared to their opponents. 

That differential, without a doubt, plays into their 1-2 record. https://t.co/BuxzfLk6YP",Tue Sep 24 23:55:00 +0000 2024,350,2451,
220,War Watch,New Yorkers marching in the streets in support of Lebanon and Palestine. https://t.co/GaOpvoIpqF,Tue Sep 24 23:52:49 +0000 2024,127,452,
221,B/R Gridiron,Jauan Jennings joined exclusive 49ers company yesterday 🐐 https://t.co/lkJDrBMZw3,Tue Sep 24 23:48:24 +0000 2024,126,1802,
222,Josh,"I don't understand, why its it not February 2025 already?

How make time go fast!?",Tue Sep 24 23:59:24 +0000 2024,127,1639,
223,BitBoy,My lawyer told me to delete some tweets so I will.,Tue Sep 24 23:57:51 +0000 2024,16,426,
224,🇲🇽 México Mágico ✨,me per🍩🍩 https://t.co/qF8UAUcUAD,Tue Sep 24 23:59:11 +0000 2024,32,814,
225,The🐰FOO,"You don’t speak for me, harpy.",Tue Sep 24 23:55:08 +0000 2024,40,532,
226,Pys,Carney Chukwuemeka created the most chances by a player in the match vs Barrow - he played just 13 minutes. #CFC https://t.co/DqSLRe9TkP,Tue Sep 24 23:49:46 +0000 2024,816,17919,
227,DogeDesigner,We will never reach Mars if the Democrats remain in power.,Tue Sep 24 23:51:34 +0000 2024,242,1595,
228,House Of Horrors,"Now rewatching, I love this franchise. 

Are you a fan? 🎬 https://t.co/WpcGidduLd",Tue Sep 24 23:51:31 +0000 2024,11,158,
229,Steve Guest,"BOMBSHELL: Taxpayers in Indiana to pay for a baby killer's sex change surgery after a federal judge's ruling.

REMINDER: Kamala Harris supports taxpayer-funded sex change operations for prisoners and detained illegal aliens. https://t.co/1LPqIgSa0J",Tue Sep 24 23:54:13 +0000 2024,33,59,
230,voló🥽,I know that room smells like the bikini bottom. close your legs 304 https://t.co/XkKd7GZG6C,Tue Sep 24 23:54:05 +0000 2024,12,596,
231,March 8th ❤,"Dating is so hard for me , I don’t bother ppl cause I feel everybody need their space but then I get cussed out for not showing attention but when I show attention I feel like energy is not reciprocated so I go back to not bothering &amp; get told that they dont think I fw em 🤣🤣",Tue Sep 24 23:51:05 +0000 2024,906,2827,
232,yoxic,LACY JUST GOT CAUGHT MID SENTENCE TALKING ABOUT HIS EX DARLA 😭😭https://t.co/c9TC2Toi5T,Tue Sep 24 23:49:25 +0000 2024,18,2303,
233,brandon,"This picture of Jayden Daniels is COLD 🥶

(📸:@allproreels) https://t.co/AFFFNj3sr9",Tue Sep 24 23:52:27 +0000 2024,62,877,
234,Sparking! ZERO News,"A Sparking! Zero Fan Project has been Recently announced! Multiple Talented Artist are coming together to create something truly amazing Take a look!

Via @jays_den 
#SparkingZero https://t.co/PwYs0Oo6ld",Tue Sep 24 23:59:56 +0000 2024,192,1842,
235,aurora 🪽🦋🌙⊹ ࣪ ˖,commission 💙🫧 https://t.co/JnPcRrP91z,Tue Sep 24 23:51:01 +0000 2024,38,165,
236,GEEGA ギガ 🔝 VSHOJO,"FIRST STREAM IN MY NEW HOUSE AND I'M SO COOKED

https://t.co/Qmcr03RQVa
#VShojo #GEEGA https://t.co/PE57oYuIRQ",Tue Sep 24 23:49:22 +0000 2024,29,712,
237,sweets! 🐈‍⬛🍭『 cyberpunk fixer 』🔞,"You know Twitch, WORK ON PREVENTING BOT FOLLOWINGS FROM HAPPENING.

Had to end stream because of this. https://t.co/KRJxTfdj38",Tue Sep 24 23:53:10 +0000 2024,47,919,
238,Bill Mitchell,I have never in my life seen so many fake garbage polls. Every time I turn around there's some new poll from somebody I've never heard of before.,Tue Sep 24 23:55:06 +0000 2024,27,172,
239,MS. QUEEN KEY,"Real ni66a moment cause a lot of yall been asking what happened to my your highness album, well it got taken down &amp; I was able to reupload it because I finally got it back. This my first time listening to the album since 2016 cause I was literally heartbroken .. 1st a mf stole it https://t.co/GiEr78gUyN",Tue Sep 24 23:54:12 +0000 2024,271,2703,
240,Proud Elephant 🇺🇸🦅,Amazing community note 👏 https://t.co/RpVXju8CtB,Tue Sep 24 23:56:45 +0000 2024,113,255,
241,Use Yandex Search Engine for Anti Zionist searches,The entire western world is plagued by the Israeli cancer.,Tue Sep 24 23:55:30 +0000 2024,41,112,
242,Ninja,You kiss your mother with that mouth😂😂https://t.co/E1Iss5Fdo1,Tue Sep 24 23:48:19 +0000 2024,312,4841,
243,Xen Plalism,NEED 1 GOD AND 4 CONSOLE PLAYERS FOR A VID RN $$$$,Tue Sep 24 23:57:13 +0000 2024,3,52,
244,Mohammed Hijab,"If the 7th of October has special significance because 800+ civilians were killed in ""Israel""  the 23rd of September should have the same for the death of almost 500 in Lebanon.",Tue Sep 24 23:56:33 +0000 2024,992,5443,
245,Champagne Sloshy,Stop going to them hairstylist house 😬 https://t.co/cocbzS7mo2,Tue Sep 24 23:55:40 +0000 2024,255,2759,
246,Klobrille,"Coming to Xbox.

More good news coming at the Xbox @ Tokyo Game Show Broadcast on Thursday. https://t.co/3PCL7SnTfS",Tue Sep 24 23:51:52 +0000 2024,129,1781,
247,Declaration of Memes,67% kings detected https://t.co/uJI6BGNaoF,Tue Sep 24 23:54:58 +0000 2024,446,3872,
248,Hillel Neuer,"The U.N. today is nothing but a catwalk for dictators.

h/t @Kasparov63 https://t.co/A8mcOoV0GG",Tue Sep 24 23:49:44 +0000 2024,4582,16284,"<Place id=""4e7c21fd2af027c6"" name=""Switzerland"">"
249,whatever,"DATING TALK IS LIVE!
https://t.co/TavXRkjzgd https://t.co/xqQ7tvMM5q",Tue Sep 24 23:53:14 +0000 2024,8,66,
250,Senator Ted Cruz,"Because of Joe Biden and Kamala Harris's open border, there are now 1.9 MILLION gotaways prowling American streets. 

These vicious sexual assaults in Nantucket are unfortunately just the tip of the iceberg.",Tue Sep 24 23:52:24 +0000 2024,248,750,
251,Cynical,NIER AUTOMATA 2B IS COMING TO STELLAR BLADEEEEEEEEEEEEEEEEEEEEEEEEEEEEE https://t.co/SbH43nnpVA,Tue Sep 24 23:57:54 +0000 2024,116,1338,
252,Nick Adams (Alpha Male),Taylor Swift? Never heard of him.,Tue Sep 24 23:52:07 +0000 2024,17,236,
253,The First Descendant Official,"Did you catch The First Descendant on the #StateofPlay? Here are some of the visuals from #PS5Pro Enhanced!
👉 https://t.co/FGPyJ9v0ro https://t.co/Kb2VAfT927",Tue Sep 24 23:50:28 +0000 2024,70,1144,
254,fousey,link in bio. https://t.co/QYVqJtHavT,Tue Sep 24 23:51:47 +0000 2024,12,173,
255,🇺🇸 ʟᴇғᴛ ᴄᴏᴀˢᴛ ᴠᴀɢʀᴀɴᴛ 🇺🇸,"Hate filled leftist soy boy learns some FACTS from a real woman ♀️ and Trump supporter

While ABCCBSNBCCNN has filled leftists with hate, conservatives are NEVER going to be swayed by biology denying illegal immigrant loving burn loot mayhem leftists 🔥 https://t.co/TDPUl34ci6",Tue Sep 24 23:51:59 +0000 2024,229,329,
256,AF Post,"Judge orders auction of Alex Jones’ Infowars to pay for legal damages to Sandy Hook families.

Jones’ life work, Infowars, will be sold off to the highest bidder and liquidated.

Follow: @AFpost https://t.co/1kRpJKXIOb",Tue Sep 24 23:52:55 +0000 2024,686,6250,
257,Spill The Memes,what is happening?? https://t.co/cApi3gAxGr,Tue Sep 24 23:50:00 +0000 2024,8,109,
258,Drew Pavlou 🇦🇺🇨🇾🇺🇸🇺🇦🇹🇼,"Hundreds of Hezbollah supporters held a rally for the terrorists in Sydney Australia. Hezbollah flags, Hezbollah scarves. Hezbollah is a listed terrorist organisation in Australia. I don’t want these people in MY COUNTRY. DEPORT. https://t.co/XDYEDImkNV",Tue Sep 24 23:49:09 +0000 2024,692,4252,
